size (cm),shape,weight (g),avg_price (₹),color,taste,fruit_name
-1.1616492262862912,2,-0.6161204386684155,-1.030087369201405,0,1,2
-0.3956167109035728,2,-0.41765309418310326,-0.08259654932550665,6,1,0
0.1984493214340453,1,-0.258551173397357,1.298839930601955,7,1,11
2.5590801341440548,2,3.853085320722945,1.8303591710201423,2,1,19
-0.23928354449893643,2,-0.3490369737067763,-0.3368014034385525,2,0,8
-0.25491686113940015,2,-0.29805328259587993,1.1396409310564113,6,1,17
-0.5050499273868183,1,-0.5604894405929871,-1.4511944002573598,3,2,12
0.2609825879958999,1,-0.07388906430668428,1.9048232191946703,4,1,6
-0.5519498773082092,1,-0.5125128304591409,0.5259544650663306,1,2,9
0.12028273823172712,1,-0.27891731274192416,1.3656008013791183,7,1,11
2.058814001649219,1,1.4147527048321147,0.19215011118051276,3,1,13
0.8237819870525909,1,0.9900708595732541,0.40783907830673366,1,2,15
-0.06731706145383645,1,-0.3654392335815954,-0.23152464567456377,2,1,14
-0.8333495768365549,1,-0.5956176138248915,-0.316259597045579,6,1,18
0.12028273823172712,1,-0.262515052867105,1.3989812367677004,7,1,11
-0.14548364465615465,2,-0.20592725629897876,0.43608406209707196,2,1,5
-0.41125002754403656,2,-0.4339186685589656,0.23323372396645942,6,1,0
-1.1616492262862912,2,-0.6158470676705019,-1.7413474155581092,5,1,7
0.27661590463636354,1,-0.0460052225194916,1.622373381291286,4,1,6
1.2302482197046458,1,0.9887040045836859,0.33594275593132644,1,2,15
0.307882537917291,0,-0.45742857437953977,-0.9068365308435644,7,1,1
0.010849521748481751,1,-0.3998839793187158,-0.2032796618842255,2,1,14
-0.6770164104319184,2,-0.5577557306138505,-0.1827378554912518,5,2,16
1.245881536345109,1,0.8964412927878279,0.1536342241936876,1,2,15
-1.0209493765221185,2,-0.6021785177748192,-0.6089803381454502,4,1,10
0.05774947166987278,2,-0.19745275536365553,0.14593104679632266,2,1,5
-0.5050499273868183,1,-0.5219441298871619,0.8238106577644448,1,2,9
1.5429145525139185,1,1.631809277175555,0.21525964337260797,3,1,13
1.0582817366595456,1,1.0507592211100854,0.10998288560861905,1,2,15
0.010849521748481751,2,-0.22793362163102787,0.37445864291815156,2,1,5
1.0582817366595456,1,1.0200049838447993,0.46432904588741025,1,2,15
1.6679810856376278,1,1.2736932699086694,0.12282151460422742,3,1,13
2.5121801842226645,2,3.4310004999442643,2.21038258929015,2,1,19
-0.8489828934770184,1,-0.5979412673071576,-0.365046387228891,6,1,18
-0.27055017777986373,2,-0.26811915832433486,1.3450589949861453,6,1,17
-1.1772825429267548,2,-0.6151636401757177,-0.9838683048172148,0,1,2
1.4491146526711365,2,1.0448817446549419,0.6594762066206579,1,1,4
-1.1460159096458276,2,-0.615710382171545,-1.7439151413572311,5,1,7
1.1989815864237185,1,0.8742982419568219,0.27945278835064985,1,2,15
-0.47378329410589104,1,-0.5278216063423055,0.6183925938347108,1,2,9
-0.30181681106079106,2,-0.26497539184832786,1.165318189047628,6,1,17
-0.12985032801569107,2,-0.24734296248289725,0.8674619963495135,6,1,17
-0.8333495768365549,1,-0.60860273622579,-1.2740213201179642,6,1,3
-0.8802495267579458,1,-0.6092861637205742,-1.1507704817601236,6,1,3
-0.5832165105891365,1,-0.522627557381946,0.5182512876689657,1,2,9
0.10464942159126353,1,-0.28889535416577256,1.3296526401914155,7,1,11
-1.1460159096458276,2,-0.6153003256746745,-0.8760238212541045,0,1,2
0.27661590463636354,0,-0.47109712427522243,-1.0249519176031616,7,1,1
-0.8020829435556276,1,-0.5969844688144598,-0.47289087079200126,6,1,18
-0.2861834944203275,2,-0.293269290132391,1.3065431079993202,6,1,17
-0.3956167109035728,2,-0.42831456310173566,-0.03124203334307313,6,1,0
-1.1772825429267548,2,-0.6155736966725881,-1.6976960769730405,5,1,7
2.903013100234255,2,3.3730458483865697,1.6814310746710848,2,1,19
-0.8333495768365549,1,-0.6088761072237037,-1.1353641269653938,6,1,3
0.22971595471497278,0,-0.448544016947346,-0.8657529180576178,7,1,1
-0.6613830937914548,2,-0.5580291016117642,-0.12881561370969674,5,2,16
0.37041580447914557,0,-0.4541481224045759,-1.0198164660049183,7,1,1
-1.1460159096458276,2,-0.6153003256746745,-0.855482014861131,0,1,2
0.1984493214340453,1,-0.2552707214223932,1.2705949468116167,7,1,11
-0.25491686113940015,2,-0.29258586263760683,1.134505479458168,6,1,17
-0.37998339426310923,2,-0.4313216440787859,0.012409305241995433,6,1,0
-1.1616492262862912,2,-0.6154370111736314,-1.7413474155581092,5,1,7
-1.0053160598816548,2,-0.6032720017664738,-0.7861534182848459,4,1,10
1.0270151033786183,1,0.9343031759988689,0.40527135250761176,1,2,15
-0.6457497771509911,2,-0.551058141164966,-0.1390865169061836,5,2,16
2.8717464669533275,2,3.6230436259786054,1.9073909449937925,2,1,19
1.5429145525139185,1,1.4554849835212487,0.24864007876118968,3,1,13
-0.30181681106079106,2,-0.43173170057565635,-0.036377484941316554,6,1,0
-0.42688334418450014,2,-0.4138259002123121,0.04065428903233372,6,1,0
-0.42688334418450014,2,-0.41286910171961433,0.26147870775679805,6,1,0
-1.1460159096458276,2,-0.6162571241673723,-1.7079669801695274,5,1,7
0.15154937151265457,1,-0.2487098174724655,1.3707362529773621,7,1,11
-0.6457497771509911,2,-0.554201907640973,-0.15192514590179196,5,2,16
-0.23928354449893643,2,-0.27960074023670833,1.33735581758878,6,1,17
0.13591605487219097,1,-0.2689392713180759,1.2500531404186432,7,1,11
1.558547869154382,2,0.8838662268837998,0.6235280454329543,1,1,4
0.04211615502940892,1,-0.3587416441327109,-0.09800290412023656,2,1,14
0.24534927135543635,1,-0.029056220648845135,1.6942697036666932,4,1,6
-0.3330834443417183,2,-0.3512239416900855,-0.3624786614297693,2,0,8
-0.9896827432411912,2,-0.6001282352904668,-0.6962830153155871,4,1,10
-0.06731706145383645,2,-0.23914183254548765,0.5336576424636955,2,1,5
-0.03605042817290928,1,-0.37746755748979616,-0.35734320983152584,2,1,14
-0.03605042817290928,1,-0.2543139229296954,1.2474854146195213,7,1,11
-0.7395496769937729,2,-0.5577557306138505,-0.2674728068622674,5,2,16
2.7623132504700827,2,3.37646298586049,1.784140106635952,2,1,19
1.0739150533000095,1,1.07467918342753,0.39756817511024684,1,2,15
-0.9740494266007276,2,-0.5999915497915099,-0.6834443863199787,4,1,10
-0.2861834944203275,2,-0.25103347095473155,1.013822366899449,6,1,17
2.903013100234255,2,3.38767119677495,2.020370880155146,2,1,19
-0.11421701137522734,2,-0.23203418659973268,0.5208190134680872,2,1,5
-1.1460159096458276,2,-0.6162571241673723,-0.8914301760488346,0,1,2
-0.864616210117482,1,-0.607782623232049,-1.2791567717162076,6,1,3
2.2620471179752455,2,3.732665396141981,1.5093934461299328,2,1,19
2.2464138013347825,2,3.394368786223835,2.0640222187402144,2,1,19
-0.5832165105891365,1,-0.555022020634714,-1.49741346464155,3,2,12
0.1984493214340453,1,-0.3104916630009511,0.9547646735196506,7,1,11
-0.5363165606677457,1,-0.5233109848767301,0.7621852385855249,1,2,9
-1.0365826931625821,2,-0.6032720017664738,-0.6269544187393018,4,1,10
-0.12985032801569107,1,-0.3601084991222792,-0.04921611393692493,2,1,14
-0.5519498773082092,1,-0.5270014933485645,0.6671793840180228,1,2,9
-1.1616492262862912,2,-0.6151636401757177,-1.705399254370406,5,1,7
-0.6770164104319184,2,-0.5496912861753978,-0.25206645206753714,5,2,16
-1.1616492262862912,2,-0.6154370111736314,-1.7464828671563526,5,1,7
-0.09858369473476375,2,-0.22848036362685514,0.47716767488301864,2,1,5
-0.020417111532445416,2,-0.22273957267066843,0.37959409451639503,2,1,5
-0.16111696129661823,2,-0.36735283056699103,-0.32653050024206587,2,0,8
-0.19238359457754553,2,-0.2756368607669603,1.1678859148467495,6,1,17
0.026482838388945336,1,-0.2753634897690467,1.1396409310564113,7,1,11
-0.8333495768365549,1,-0.60860273622579,-1.2303699815328957,6,1,3
0.10464942159126353,0,-0.4649462768221652,-1.0018423854110665,7,1,1
-0.7395496769937729,2,-0.5495546006764409,-0.09286745252199313,5,2,16
1.1051816865809365,1,1.0741324414317026,0.1253892404033493,1,2,15
-0.06731706145383645,2,-0.23053064611120755,0.1202537888051059,2,1,5
-0.9896827432411912,2,-0.6005382917873372,-0.745069805498899,4,1,10
0.15154937151265457,0,-0.4538747514066623,-0.9094042566426862,7,1,1
-1.1616492262862912,2,-0.6162571241673723,-1.7310765123616227,5,1,7
1.558547869154382,2,0.871291160979772,0.656908480821536,1,1,4
-0.8958828433984093,1,-0.5969844688144598,-0.365046387228891,6,1,18
0.8863152536144455,1,0.9092897296897697,0.4463549652935588,1,2,15
0.07338278831033637,1,-0.2938160321282183,1.0574737054845176,7,1,11
-0.5519498773082092,1,-0.5574823596159368,-1.4922780130433067,3,2,12
-1.1460159096458276,2,-0.6151636401757177,-0.9684619500224848,0,1,2
-0.5363165606677457,1,-0.5229009283798598,0.7211016257995778,1,2,9
-0.22365022785847286,2,-0.30543429953954854,1.060041431283639,6,1,17
-0.48941661074635473,1,-0.5495546006764409,-1.4280848680652647,3,2,12
0.33914917119821814,1,-0.026732567166579096,2.233492121482245,4,1,6
-0.14548364465615465,2,-0.24775301897976773,1.3270849143922931,6,1,17
-0.47378329410589104,2,-0.41327915821648475,0.03295111163496877,6,1,0
-0.8489828934770184,1,-0.610106276714315,-1.1661768365548537,6,1,3
-1.0053160598816548,2,-0.6012217192821213,-0.745069805498899,4,1,10
-0.08295037809430003,2,-0.23982526004027177,0.42067770730234205,2,1,5
1.7148810355590183,1,1.2764269798878058,0.04835746642969904,3,1,13
-0.5363165606677457,1,-0.5570723031190664,-1.51281981943628,3,2,12
-1.1772825429267548,2,-0.6153003256746745,-0.9941392080137016,0,1,2
-1.1616492262862912,2,-0.6151636401757177,-1.7336442381607442,5,1,7
-1.0053160598816548,2,-0.6035453727643875,-0.601277160748085,4,1,10
-0.08295037809430003,2,-0.2146751282322157,0.40527135250761176,2,1,5
-0.11421701137522734,2,-0.20114326383548983,0.24093690136382473,2,1,5
0.7925153537716637,1,0.926238731560416,0.44378723949443694,1,2,15
0.37041580447914557,1,-0.04258808504557094,1.7764369292385864,4,1,6
0.10464942159126353,1,-0.29094563665012496,0.9470614961222856,7,1,11
0.2609825879958999,1,-0.024682284682226698,1.5556125105141225,4,1,6
-0.6613830937914548,2,-0.5517415686597501,-0.10057062991935846,5,2,16
-0.14548364465615465,2,-0.2644286498525006,1.060041431283639,6,1,17
0.1984493214340453,0,-0.4523712109181372,-0.9915714822145799,7,1,1
-0.14548364465615465,2,-0.2409187440319264,0.35648456232430015,2,1,5
1.1208150032214002,1,0.9959483360283976,0.17931148218490436,1,2,15
-0.8489828934770184,1,-0.5927472183467981,-0.42667180640781116,6,1,18
-1.0209493765221185,2,-0.600674977286294,-0.737366628101534,4,1,10
-0.47378329410589104,1,-0.5554320771315844,-1.49741346464155,3,2,12
0.24534927135543635,1,-0.062134111396397164,1.7353533164526398,4,1,6
-1.1460159096458276,2,-0.6158470676705019,-1.7079669801695274,5,1,7
1.558547869154382,1,1.3270006145018318,-0.015835678548342856,3,1,13
-1.1616492262862912,2,-0.6162571241673723,-1.0429259981970134,0,1,2
1.7305143521994821,2,0.9250085620698048,0.6235280454329543,1,1,4
-0.12985032801569107,2,-0.34958371570260355,-0.3419368550367958,2,0,8
-0.36435007762264565,2,-0.4343287250558361,-0.0081325011509779,6,1,0
1.4334813360306733,2,0.8792189199192679,0.7133984484022129,1,1,4
0.16718268815311815,1,-0.27262977978991015,1.0754477860783693,7,1,11
-0.5050499273868183,1,-0.5487344876827,-1.489710287244185,3,2,12
-0.23928354449893643,2,-0.3674895160659478,-0.4420781612025413,2,0,8
-1.1460159096458276,2,-0.6162571241673723,-0.9530555952277547,0,1,2
1.3709480694688183,2,1.0681182794776023,0.39756817511024684,1,1,4
-0.864616210117482,1,-0.5931572748436686,-0.5037035803814615,6,1,18
-0.11421701137522734,2,-0.29108232214908175,1.1113959472660726,6,1,17
-1.1616492262862912,2,-0.6163938096663292,-1.7105347059686489,5,1,7
-0.16111696129661823,2,-0.2275235651341574,0.5619026262540342,2,1,5
1.996280735087364,1,1.420493495788301,-0.054351565535168,3,1,13
1.5898145024353096,2,1.054039673085049,0.39243272351200337,1,1,4
1.5741811857948458,2,1.1391947389351522,0.7852947707776198,1,1,4
-0.6770164104319184,2,-0.5476410036910453,-0.22382146827719882,5,2,16
-0.6144831438700639,1,-0.5577557306138505,-1.4614653034538465,3,2,12
-0.8489828934770184,1,-0.6081926797289195,-1.2380731589302607,6,1,3
-0.8177162601960911,1,-0.5973945253113303,-0.5884385317524767,6,1,18
-0.9740494266007276,2,-0.6001282352904668,-0.5833030801542335,4,1,10
0.37041580447914557,0,-0.4429399114901162,-0.9196751598391728,7,1,1
-0.8333495768365549,1,-0.6081926797289195,-1.1661768365548537,6,1,3
-1.0053160598816548,2,-0.6039554292612579,-0.6629025799270053,4,1,10
-1.1460159096458276,2,-0.6163938096663292,-1.0352228207996483,0,1,2
-1.1616492262862912,2,-0.6151636401757177,-0.8837269986514694,0,1,2
-0.03605042817290928,1,-0.28889535416577256,0.8238106577644448,7,1,11
-0.31745012770125464,2,-0.35751147464209954,-0.33936912923767426,2,0,8
-1.0365826931625821,2,-0.6036820582633442,-0.7989920472804541,4,1,10
0.15154937151265457,0,-0.4589321148680649,-0.9196751598391728,7,1,1
-1.1616492262862912,2,-0.6154370111736314,-1.7336442381607442,5,1,7
1.8712142019636546,1,1.4478305955796664,-0.12111243631233179,3,1,13
-1.1772825429267548,2,-0.6154370111736314,-1.0018423854110665,0,1,2
-0.864616210117482,1,-0.6099695912153583,-1.2688858685197208,6,1,3
0.40168243776007273,1,-0.04914898899549863,1.8637396064087237,4,1,6
-0.8020829435556276,1,-0.607782623232049,-1.1610413849566106,6,1,3
-0.12985032801569107,2,-0.33413825432048216,-0.3136918712464575,2,0,8
-1.1616492262862912,2,-0.6154370111736314,-1.0275196434022833,0,1,2
-0.14548364465615465,2,-0.26333516586084593,1.234646785623913,6,1,17
-0.12985032801569107,2,-0.28684507168142015,0.8931392543407302,6,1,17
-1.1616492262862912,2,-0.6159837531694586,-1.705399254370406,5,1,7
-0.30181681106079106,2,-0.3461665782286829,-0.5396517415691648,2,0,8
1.4960146025925276,2,0.9057359067168921,0.41810998150322015,1,1,4
-0.17675027793708195,2,-0.27919068373983785,1.1139636730651945,6,1,17
2.8717464669533275,2,3.718723475248384,2.1333508153164997,2,1,19
-1.1616492262862912,2,-0.6158470676705019,-0.9094042566426862,0,1,2
-0.12985032801569107,2,-0.2718096667961692,1.2269436082265481,6,1,17
1.2615148529855729,1,0.9846034396149811,0.24350462716294627,1,2,15
-1.1616492262862912,2,-0.6162571241673723,-1.7362119639598657,5,1,7
-0.14548364465615465,1,-0.35450439366504927,-0.32653050024206587,2,1,14
0.13591605487219097,1,-0.07757957277851858,1.4965548171343244,4,1,6
-0.7551829936342367,2,-0.5554320771315844,-0.24436327467017216,5,2,16
-0.9896827432411912,2,-0.6001282352904668,-0.7116893701103173,4,1,10
-0.36435007762264565,2,-0.43350861206209507,-0.09800290412023656,6,1,0
-0.17675027793708195,2,-0.3625688381035021,-0.3599109356306476,2,0,8
-0.47378329410589104,1,-0.5233109848767301,0.587579884245251,1,2,9
-0.11421701137522734,2,-0.3230667289049792,-0.4549167901981497,2,0,8
1.308414802906964,2,1.1129511231354414,0.6543407550224144,1,1,4
-0.520683244027282,1,-0.5514681976618365,-1.474303932449455,3,2,12
-0.48941661074635473,1,-0.5141530564466228,0.7082629968039694,1,2,9
0.08901610495079995,1,-0.29668642760631164,1.2038340760344532,7,1,11
-0.41125002754403656,2,-0.4127324162206575,0.05862836962618553,6,1,0
1.746147668839946,1,1.2814843433492085,0.1202537888051059,3,1,13
0.13591605487219097,1,-0.0341135841102477,1.7071083326623016,4,1,6
-1.1616492262862912,2,-0.6161204386684155,-1.0326550950005267,0,1,2
-0.20801691121800925,2,-0.28438473270019726,1.006119189502084,6,1,17
-0.31745012770125464,2,-0.3297643183538637,-0.5833030801542335,2,0,8
-0.45814997746542746,2,-0.4026176892978523,0.117686063005984,6,1,0
1.2771481696260367,2,1.1706324036952223,0.6337989486294411,1,1,4
-0.08295037809430003,2,-0.20770416778541753,0.30256232054274473,2,1,5
0.05774947166987278,1,-0.257047632908832,0.8494879157556616,7,1,11
-0.8802495267579458,1,-0.6099695912153583,-1.1687445623539754,6,1,3
-0.17675027793708195,2,-0.323203414403936,-0.32653050024206587,2,0,8
0.026482838388945336,1,-0.3573747891431427,-0.3368014034385525,2,1,14
-0.17675027793708195,2,-0.2537671809338681,0.9855773831091107,6,1,17
0.9488485201763002,1,0.9153038916438699,0.22809827236821636,1,2,15
-0.9740494266007276,2,-0.600674977286294,-0.6115480639445717,4,1,10
-0.17675027793708195,1,-0.36366232209515675,-0.026106581744829705,2,1,14
-0.09858369473476375,2,-0.24925655946829278,0.34364593332869176,2,1,5
1.9806474184469005,1,1.403681179416612,-0.0723256461290198,3,1,13
-0.8177162601960911,1,-0.5972578398123733,-0.3111241454473356,6,1,18
-0.31745012770125464,2,-0.3024272185624984,1.3399235433879015,6,1,17
-0.16111696129661823,2,-0.33154122984030243,-0.4369427096042979,2,0,8
-0.692649727072382,2,-0.5487344876827,-0.04408066233868151,5,2,16
-1.1772825429267548,2,-0.6161204386684155,-0.8606174664593744,0,1,2
2.934279733515182,2,3.461207995213723,2.200111686093663,2,1,19
2.5121801842226645,2,3.2278858484944197,2.004964525360416,2,1,19
0.21408263807450917,1,-0.29313260463343416,1.234646785623913,7,1,11
0.9332152035358365,1,1.0101636279199078,0.1844469337831478,1,2,15
2.543446817503591,2,3.7010910458829533,1.969016364172712,2,1,19
1.8712142019636546,1,1.5168567725528639,0.17674375638578282,3,1,13
-1.1460159096458276,2,-0.6153003256746745,-1.702831528571284,5,1,7
-0.17675027793708195,2,-0.30543429953954854,1.3296526401914155,6,1,17
-1.1772825429267548,2,-0.6155736966725881,-1.7156701575668925,5,1,7
2.340213701177564,2,3.7404564695825195,2.0948349283296746,2,1,19
-0.36435007762264565,2,-0.40904190774882315,-0.08773200092375007,6,1,0
0.27661590463636354,1,-0.12008876295409163,2.1692989765042032,4,1,6
-0.47378329410589104,1,-0.5599426985971597,-1.5076843678380367,3,2,12
2.8092132003914734,2,3.3305366582109968,2.2052471376919067,2,1,19
-0.14548364465615465,2,-0.36024518462123606,-0.30342096804997065,2,0,8
-0.6770164104319184,2,-0.5536551656451457,-0.23922782307192872,5,2,16
-0.8958828433984093,1,-0.5934306458415822,-0.5884385317524767,6,1,18
0.32351585455775456,1,-0.12227573093740088,1.70454060686318,4,1,6
-0.16111696129661823,2,-0.28547821669185186,0.9778742057117454,6,1,17
1.3865813861092822,2,1.1528632888308348,0.6029862390399809,1,1,4
2.8717464669533275,2,3.118810820326872,2.020370880155146,2,1,19
-0.9740494266007276,2,-0.6028619452696033,-0.7014184669138304,4,1,10
1.8086809354018003,1,1.2328243057205783,0.24093690136382473,3,1,13
0.18281600479358173,1,-0.30598104153537586,1.386142607772092,7,1,11
-0.6144831438700639,1,-0.5119660884633136,0.6928566420092396,1,2,9
-0.9896827432411912,2,-0.6027252597706465,-0.5704644511586251,4,1,10
-0.567583193948673,1,-0.559806013098203,-1.4948457388424283,3,2,12
0.10464942159126353,1,-0.31377211497591495,1.401548962566822,7,1,11
-0.17675027793708195,1,-0.3553245066587903,-0.28801461325524075,2,1,14
-1.1772825429267548,2,-0.615710382171545,-0.870888369655861,0,1,2
-0.567583193948673,1,-0.5213973878913346,0.744211157991673,1,2,9
0.026482838388945336,2,-0.20346691731775587,0.47203222328477557,2,1,5
-1.1772825429267548,2,-0.6153003256746745,-1.0198164660049183,0,1,2
-0.20801691121800925,2,-0.3382388192891869,-0.42153635480956775,2,0,8
-0.8489828934770184,1,-0.5956176138248915,-0.46005224179639287,6,1,18
-0.2861834944203275,2,-0.3117218324915626,1.3014076564010768,6,1,17
-0.5519498773082092,1,-0.5517415686597501,-1.4229494164670213,3,2,12
-0.8333495768365549,1,-0.592883903845755,-0.5165422093770698,6,1,18
-0.9896827432411912,2,-0.6009483482842077,-0.6706057573243704,4,1,10
0.12028273823172712,1,-0.2589612298942275,1.1524795600520197,7,1,11
-0.520683244027282,1,-0.5607628115909007,-1.4383557712617514,3,2,12
-0.6457497771509911,2,-0.5559788191274118,-0.002997049552734476,5,2,16
0.13591605487219097,1,-0.10888055203963186,1.5710188653088524,4,1,6
1.6054478190757728,1,1.4366223846652069,0.24350462716294627,3,1,13
-0.3330834443417183,2,-0.4099987062415209,0.03295111163496877,6,1,0
0.22971595471497278,1,-0.3096715500072102,1.3604653497808752,7,1,11
-0.8333495768365549,1,-0.610106276714315,-1.2123959009390441,6,1,3
-1.1460159096458276,2,-0.6154370111736314,-0.8580497406602526,0,1,2
-0.051683744813372866,2,-0.2413288005287969,0.41810998150322015,2,1,5
0.010849521748481751,2,-0.23381109808617143,0.40013590090936835,2,1,5
2.4340136010203457,2,3.579304266312421,1.8021141872298032,2,1,19
-1.1616492262862912,2,-0.6154370111736314,-1.702831528571284,5,1,7
-0.30181681106079106,2,-0.4161495536945781,0.17931148218490436,6,1,0
1.7305143521994821,2,1.1471224978746482,0.40013590090936835,1,1,4
0.24534927135543635,1,-0.021128461709349174,1.68913425206845,4,1,6
-1.1772825429267548,2,-0.6163938096663292,-1.0275196434022833,0,1,2
0.026482838388945336,1,-0.37090665353986846,-0.10827380731672341,2,1,14
-1.1460159096458276,2,-0.6154370111736314,-1.0069778370093099,0,1,2
-1.1616492262862912,2,-0.6153003256746745,-1.02238419180404,0,1,2
0.13591605487219097,1,-0.04901230349654177,1.9227972997885225,4,1,6
-0.864616210117482,1,-0.6098329057164015,-1.2817244975153292,6,1,3
-0.5832165105891365,1,-0.5477776891900021,-1.5025489162397934,3,2,12
-0.520683244027282,1,-0.5260446948558667,0.5233867392672091,1,2,9
-0.2861834944203275,2,-0.34958371570260355,-0.3316659518403093,2,0,8
-0.5363165606677457,1,-0.5294618323297874,0.656908480821536,1,2,9
0.16718268815311815,1,-0.2623783673681482,0.9265196897293119,7,1,11
0.026482838388945336,1,-0.3955100433520973,-0.051783839736046465,2,1,14
-0.8177162601960911,1,-0.6084660507268331,-1.2765890459170859,6,1,3
-0.8958828433984093,1,-0.5938407023384528,-0.5114067577788264,6,1,18
-0.8333495768365549,1,-0.6075092522341354,-1.2611826911223558,6,1,3
-0.7082830437128457,2,-0.5599426985971597,-0.26233735526402396,5,2,16
-0.020417111532445416,2,-0.2526736969422134,0.42067770730234205,2,1,5
-0.12985032801569107,2,-0.21754552371030902,0.15106649839456607,2,1,5
-0.8333495768365549,1,-0.6092861637205742,-1.2406408847293824,6,1,3
-0.19238359457754553,2,-0.36024518462123606,-0.3984268226174727,2,0,8
-0.22365022785847286,2,-0.34808017521407847,-0.5114067577788264,2,0,8
-0.7239163603533093,2,-0.5520149396576638,-0.08516427512462818,5,2,16
1.4334813360306733,2,1.0696218199661274,0.7185339000004564,1,1,4
0.2922492212768274,0,-0.46959358378669736,-0.958191046825998,7,1,1
1.6367144523567,1,1.2719163584222306,-0.11084153311584494,3,1,13
2.3714803344584916,2,3.8327191813783776,1.6634569940772332,2,1,19
-0.9740494266007276,2,-0.6027252597706465,-0.745069805498899,4,1,10
-0.19238359457754553,2,-0.3461665782286829,-0.3008532422508491,2,0,8
-0.45814997746542746,2,-0.42503411112677186,0.21012419177436456,6,1,0
-0.06731706145383645,1,-0.3739137345169187,-0.03124203334307313,2,1,14
-0.6770164104319184,2,-0.5522883106555775,-0.24179554887105062,5,2,16
-0.5363165606677457,1,-0.5256346383589963,0.35134911072605673,1,2,9
1.4491146526711365,2,0.8932975263118209,0.7108307226030913,1,1,4
0.32351585455775456,1,-0.08769429970132372,2.066589944539336,4,1,6
-0.19238359457754553,2,-0.3393323032808416,-0.29058233905436226,2,0,8
1.652347768997164,1,1.577545134089695,0.11255061140774093,3,1,13
-0.47378329410589104,1,-0.5279582918412623,0.46689677168653215,1,2,9
-1.1616492262862912,2,-0.6159837531694586,-1.7208056091651358,5,1,7
0.18281600479358173,0,-0.4560617193899715,-0.9402169662321463,7,1,1
0.12028273823172712,1,-0.12200235993948724,1.7584628486447351,4,1,6
